"Key","EN","CATEGORY","SUBCATEGORY"
"Forest Ruth","crwdns6124:0crwdne6124:0","GENERAL",""
"PEFRL","crwdns6125:0crwdne6125:0","GENERAL",""
"Fixed","crwdns6126:0crwdne6126:0","GENERAL",""
"Global Adaptive","crwdns6127:0crwdne6127:0","GENERAL",""
"Enable Fragments","crwdns6128:0crwdne6128:0","GENERAL",""
"Awesome","crwdns6129:0crwdne6129:0","GENERAL",""
"Barycenter","crwdns6130:0crwdne6130:0","GENERAL",""
"Most Massive Body","crwdns6131:0crwdne6131:0","GENERAL",""
"Fixed Grid","crwdns6132:0crwdne6132:0","GENERAL",""
"Info & Stats","crwdns6133:0crwdne6133:0","GENERAL",""
"Default","crwdns6134:0crwdne6134:0","GENERAL",""
"Elevation","crwdns6135:0crwdne6135:0","GENERAL",""
"Surface Features","crwdns6136:0crwdne6136:0","GENERAL",""
"None","crwdns6137:0crwdne6137:0","GENERAL",""
"Trail","crwdns6138:0crwdne6138:0","GENERAL",""
"Orbit","crwdns6139:0crwdne6139:0","GENERAL",""
"Prefab","crwdns6140:0crwdne6140:0","GENERAL",""
"Black Hole","crwdns6141:0crwdne6141:0","GENERAL",""
"Star","crwdns6142:0crwdne6142:0","GENERAL",""
"Gas Giant","crwdns6143:0crwdne6143:0","GENERAL",""
"Terrestrial Planet","crwdns6144:0crwdne6144:0","GENERAL",""
"Planetoid","crwdns6145:0crwdne6145:0","GENERAL",""
"Physics Object","crwdns6146:0crwdne6146:0","GENERAL",""
"Lock Position","crwdns6147:0crwdne6147:0","GENERAL",""
"Collider","crwdns6148:0crwdne6148:0","GENERAL",""
"Collider Group Major","crwdns6149:0crwdne6149:0","GENERAL",""
"Gravity Attracting","crwdns6150:0crwdne6150:0","GENERAL",""
"Fragmenting","crwdns6151:0crwdne6151:0","GENERAL",""
"Momentum Less","crwdns6152:0crwdne6152:0","GENERAL",""
"Collision","crwdns6153:0crwdne6153:0","GENERAL",""
"Timeout","crwdns6154:0crwdne6154:0","GENERAL",""
"Protocol","crwdns6155:0crwdne6155:0","GENERAL",""
"Nova","crwdns6156:0crwdne6156:0","GENERAL",""
"Deletion","crwdns6157:0crwdne6157:0","GENERAL",""
"Regular","crwdns6158:0crwdne6158:0","GENERAL",""
"Brown Dwarf","crwdns6159:0crwdne6159:0","GENERAL",""
"White Dwarf","crwdns6160:0crwdne6160:0","GENERAL",""
"Neutron Star","crwdns6161:0crwdne6161:0","GENERAL",""
"DEFAULT","crwdns6162:0crwdne6162:0","GENERAL",""
"FRAGMENTATION","crwdns6163:0crwdne6163:0","GENERAL",""
"Rock","crwdns6164:0crwdne6164:0","GENERAL",""
"Terran","crwdns6165:0crwdne6165:0","GENERAL",""
"Desert","crwdns6166:0crwdne6166:0","GENERAL",""
"Ice","crwdns6167:0crwdne6167:0","GENERAL",""
"Local Laplace","crwdns6168:0crwdne6168:0","GENERAL",""
"Ecliptic","crwdns6169:0crwdne6169:0","GENERAL",""
"Equatorial","crwdns6170:0crwdne6170:0","GENERAL",""
"Charon","crwdns6171:0crwdne6171:0","GENERAL",""
"RCP8 5","crwdns6172:0crwdne6172:0","GENERAL",""
"RCP6","crwdns6173:0crwdne6173:0","GENERAL",""
"RCP4 5","crwdns6174:0crwdne6174:0","GENERAL",""
"RCP2 6","crwdns6175:0crwdne6175:0","GENERAL",""
"Levels","crwdns6176:0crwdne6176:0","GENERAL",""
"Seed","crwdns6177:0crwdne6177:0","GENERAL",""
"StarIntensity","crwdns6178:0crwdne6178:0","GENERAL",""
"Brightness","crwdns6179:0crwdne6179:0","GENERAL",""
"Contrast","crwdns6180:0crwdne6180:0","GENERAL",""
"Saturation","crwdns6181:0crwdne6181:0","GENERAL",""
"ClampToHorizon","crwdns6182:0crwdne6182:0","GENERAL",""
"Colors","crwdns6183:0crwdne6183:0","GENERAL",""
"BaseColor","crwdns6184:0crwdne6184:0","GENERAL",""
"Color1","crwdns6185:0crwdne6185:0","GENERAL",""
"Color2","crwdns6186:0crwdne6186:0","GENERAL",""
"Solid Color","crwdns6187:0crwdne6187:0","GENERAL",""
"Texture","crwdns6188:0crwdne6188:0","GENERAL",""
"Mode","crwdns6189:0crwdne6189:0","GENERAL",""
"Manual","crwdns6190:0crwdne6190:0","GENERAL",""
"Automatic","crwdns6191:0crwdne6191:0","GENERAL",""
"AmbientLight","crwdns6192:0crwdne6192:0","GENERAL",""
"Manual Ambient Color","crwdns6193:0crwdne6193:0","GENERAL",""
"Ambient Brightness","crwdns6194:0crwdne6194:0","GENERAL",""
"BackgroundRotation","crwdns6195:0crwdne6195:0","GENERAL",""
"BackgroundTextureSource","crwdns6196:0crwdne6196:0","GENERAL",""
"Save as...","crwdns6197:0crwdne6197:0","GENERAL",""
"StartDate","crwdns6198:0crwdne6198:0","GENERAL",""
"StartPaused","crwdns6199:0crwdne6199:0","GENERAL",""
"Body A","crwdns6200:0crwdne6200:0","GENERAL",""
"Rotation Period","crwdns6201:0crwdne6201:0","GENERAL",""
"Body B","crwdns6202:0crwdne6202:0","GENERAL",""
"Collider Count","crwdns6203:0crwdne6203:0","GENERAL",""
"Sec Before Collision (real time)","crwdns6204:0crwdne6204:0","GENERAL",""
"Pos H Offset in Rad A","crwdns6205:0crwdne6205:0","GENERAL",""
"Pos V Offset in Rad A","crwdns6206:0crwdne6206:0","GENERAL",""
"Angle H","crwdns6207:0crwdne6207:0","GENERAL",""
"Angle V","crwdns6208:0crwdne6208:0","GENERAL",""
"Time Between Colliders","crwdns6209:0crwdne6209:0","GENERAL",""
"System","crwdns6210:0crwdne6210:0","GENERAL",""
"A + B Groups","crwdns6211:0crwdne6211:0","GENERAL",""
"Time Offset Each Group","crwdns6212:0crwdne6212:0","GENERAL",""
"Collision Resolution","crwdns6213:0crwdne6213:0","GENERAL",""
"Velocity X","crwdns6214:0crwdne6214:0","GENERAL",""
"Velocity Y","crwdns6215:0crwdne6215:0","GENERAL",""
"Velocity Z","crwdns6216:0crwdne6216:0","GENERAL",""
"Time Step Rate","crwdns6217:0crwdne6217:0","GENERAL",""
"Real Time","crwdns6218:0crwdne6218:0","GENERAL",""
"Time Step Mode","crwdns6219:0crwdne6219:0","GENERAL",""
"Reset Camera","crwdns6220:0crwdne6220:0","GENERAL",""
"Options","crwdns6221:0crwdne6221:0","GENERAL",""
"Initialize Climate","crwdns6222:0crwdne6222:0","GENERAL",""
"Body","crwdns6223:0crwdne6223:0","GENERAL",""
"Separation in Radii","crwdns6224:0crwdne6224:0","GENERAL",""
"Upward Velocity Scale","crwdns6225:0crwdne6225:0","GENERAL",""
"Randomize","crwdns6226:0crwdne6226:0","GENERAL",""
"Randomize Mass","crwdns6227:0crwdne6227:0","GENERAL",""
"Perturb Pos in Radii","crwdns6228:0crwdne6228:0","GENERAL",""
"Rate","crwdns6229:0crwdne6229:0","GENERAL",""
"Integrator","crwdns6230:0crwdne6230:0","GENERAL",""
"Random Seed","crwdns6231:0crwdne6231:0","GENERAL",""
"Center Body","crwdns6232:0crwdne6232:0","GENERAL",""
"NumberOfGasGiants","crwdns6233:0crwdne6233:0","GENERAL",""
"NumberOfPlanets","crwdns6234:0crwdne6234:0","GENERAL",""
"NumberOfMoons","crwdns6235:0crwdne6235:0","GENERAL",""
"NumberOfSmallMoons","crwdns6236:0crwdne6236:0","GENERAL",""
"Min Planet Distance By Star Radius","crwdns7230:0crwdne7230:0","GENERAL",""
"Max Planet Distance By Star Radius","crwdns7231:0crwdne7231:0","GENERAL",""
"Max Random Inclination of Planets","crwdns6239:0crwdne6239:0","GENERAL",""
"NumOfGalaxies","crwdns6240:0crwdne6240:0","GENERAL",""
"numberOfParticles","crwdns6241:0crwdne6241:0","GENERAL",""
"numberDMParticles","crwdns6242:0crwdne6242:0","GENERAL",""
"relativeSize","crwdns6243:0crwdne6243:0","GENERAL",""
"includeDarkMatter","crwdns6244:0crwdne6244:0","GENERAL",""
"E0","crwdns6245:0crwdne6245:0","GENERAL",""
"E1","crwdns6246:0crwdne6246:0","GENERAL",""
"E2","crwdns6247:0crwdne6247:0","GENERAL",""
"E3","crwdns6248:0crwdne6248:0","GENERAL",""
"E4","crwdns6249:0crwdne6249:0","GENERAL",""
"E5","crwdns6250:0crwdne6250:0","GENERAL",""
"E6","crwdns6251:0crwdne6251:0","GENERAL",""
"E7","crwdns6252:0crwdne6252:0","GENERAL",""
"S0","crwdns6253:0crwdne6253:0","GENERAL",""
"Sa","crwdns6254:0crwdne6254:0","GENERAL",""
"Sb","crwdns6255:0crwdne6255:0","GENERAL",""
"Sc","crwdns6256:0crwdne6256:0","GENERAL",""
"S Ba","crwdns6257:0crwdne6257:0","GENERAL",""
"S Bb","crwdns6258:0crwdne6258:0","GENERAL",""
"S Bc","crwdns6259:0crwdne6259:0","GENERAL",""
"GalaxyType","crwdns6260:0crwdne6260:0","GENERAL",""
"SpiralArms","crwdns6261:0crwdne6261:0","GENERAL",""
"ArmAngle","crwdns6262:0crwdne6262:0","GENERAL",""
"Arrange","crwdns6263:0crwdne6263:0","GENERAL",""
"Inner Radius","crwdns6264:0crwdne6264:0","GENERAL",""
"Outer Radius","crwdns6265:0crwdne6265:0","GENERAL",""
"Right Height","crwdns6266:0crwdne6266:0","GENERAL",""
"Geo","crwdns6267:0crwdne6267:0","GENERAL",""
"Radius Units","crwdns6268:0crwdne6268:0","GENERAL",""
"Auto Bounds","crwdns6269:0crwdne6269:0","GENERAL",""
"Automatically compute realistic inner and outer boundaries","crwdns6270:0crwdne6270:0","GENERAL",""
"Show ring gaps","crwdns6271:0crwdne6271:0","GENERAL",""
"Include gaps in rings causd by unstable resonances with orbiting bodies","crwdns6272:0crwdne6272:0","GENERAL",""
"Rectangle","crwdns6273:0crwdne6273:0","GENERAL",""
"Ring","crwdns6274:0crwdne6274:0","GENERAL",""
"Sphere","crwdns6275:0crwdne6275:0","GENERAL",""
"Box","crwdns6276:0crwdne6276:0","GENERAL",""
"Spiral","crwdns6277:0crwdne6277:0","GENERAL",""
"Torus","crwdns6278:0crwdne6278:0","GENERAL",""
"Shape","crwdns6279:0crwdne6279:0","GENERAL",""
"Fill","crwdns6280:0crwdne6280:0","GENERAL",""
"Surface","crwdns6281:0crwdne6281:0","GENERAL",""
"Ordered","crwdns6282:0crwdne6282:0","GENERAL",""
"Random","crwdns6283:0crwdne6283:0","GENERAL",""
"Spacing","crwdns6284:0crwdne6284:0","GENERAL",""
"Linear","crwdns6285:0crwdne6285:0","GENERAL",""
"Quadratic","crwdns6286:0crwdne6286:0","GENERAL",""
"Cubic","crwdns6287:0crwdne6287:0","GENERAL",""
"Exponential","crwdns6288:0crwdne6288:0","GENERAL",""
"Spriral Type","crwdns6289:0crwdne6289:0","GENERAL",""
"Spriral Revolutions","crwdns6290:0crwdne6290:0","GENERAL",""
"Solar System","crwdns6291:0crwdne6291:0","GENERAL",""
"Date","crwdns6292:0crwdne6292:0","GENERAL",""
"Start","crwdns6293:0crwdne6293:0","GENERAL",""
"Encounter","crwdns6294:0crwdne6294:0","GENERAL",""
"Date Meaning","crwdns6295:0crwdne6295:0","GENERAL",""
"Dwarfs And Major Asteroids","crwdns6296:0crwdne6296:0","GENERAL",""
"Dwarfs And Asteroids","crwdns6297:0crwdne6297:0","GENERAL",""
"Dwarfs And Many Asteroids","crwdns6298:0crwdne6298:0","GENERAL",""
"Asteroids & Dwarfs","crwdns6299:0crwdne6299:0","GENERAL",""
"Earths Moon","crwdns6300:0crwdne6300:0","GENERAL",""
"Major Moons","crwdns6301:0crwdne6301:0","GENERAL",""
"All Moons","crwdns6302:0crwdne6302:0","GENERAL",""
"Just Saturn","crwdns6303:0crwdne6303:0","GENERAL",""
"Visitor","crwdns6304:0crwdne6304:0","GENERAL",""
"Include Rogue Body","crwdns6305:0crwdne6305:0","GENERAL",""
"Rogue Body","crwdns6306:0crwdne6306:0","GENERAL",""
"Use Different Mass","crwdns6307:0crwdne6307:0","GENERAL",""
"Body Mass","crwdns6308:0crwdne6308:0","GENERAL",""
"Distance from Aim Point","crwdns6309:0crwdne6309:0","GENERAL",""
"Aim Target","crwdns6310:0crwdne6310:0","GENERAL",""
"Aim Point X Offset","crwdns6311:0crwdne6311:0","GENERAL",""
"Aim Point Y Offset","crwdns6312:0crwdne6312:0","GENERAL",""
"1 - Delete Rogue Body","crwdns6313:0crwdne6313:0","GENERAL",""
"2 - Balance Simulation Momentum","crwdns6314:0crwdne6314:0","GENERAL",""
"3 - Delete All Trail Data","crwdns6315:0crwdne6315:0","GENERAL",""
"Copy Settings to Clipboard","crwdns6316:0crwdne6316:0","GENERAL",""
"MassValues","crwdns6317:0crwdne6317:0","GENERAL",""
"Mass Low","crwdns6318:0crwdne6318:0","GENERAL",""
"Mass High","crwdns6319:0crwdne6319:0","GENERAL",""
"Mass Logarithmic","crwdns6320:0crwdne6320:0","GENERAL",""
"TempValues","crwdns6321:0crwdne6321:0","GENERAL",""
"Temperature Low","crwdns6322:0crwdne6322:0","GENERAL",""
"Temperature High","crwdns6323:0crwdne6323:0","GENERAL",""
"Temperature Logarithmic","crwdns6324:0crwdne6324:0","GENERAL",""
"Fragment","crwdns6325:0crwdne6325:0","GENERAL",""
"Body Type","crwdns6326:0crwdne6326:0","GENERAL",""
"Four Materials","crwdns6327:0crwdne6327:0","GENERAL",""
"viewAngle","crwdns6328:0crwdne6328:0","GENERAL",""
"Sun","crwdns6329:0crwdne6329:0","GENERAL",""
"Semi Major Axis","crwdns6330:0crwdne6330:0","GENERAL",""
"Right Asc Of Asc Node","crwdns6331:0crwdne6331:0","GENERAL",""
"Arg Of Perigee","crwdns6332:0crwdne6332:0","GENERAL",""
"Earth","crwdns6333:0crwdne6333:0","GENERAL",""
"Climate.TimeStepLimit","crwdns7232:0crwdne7232:0","PROPERTY",""
"Climate.TimeStepLimitEnabled","crwdns7233:0crwdne7233:0","PROPERTY",""
"Climate.CarbonDioxidePPMV","crwdns7234:0crwdne7234:0","PROPERTY",""
"Climate.CarbonDioxideGigaton","crwdns7235:0crwdne7235:0","PROPERTY",""
"Climate.UseClimateScenario","crwdns7236:0crwdne7236:0","PROPERTY",""
"Climate.IncrementCO2","crwdns7237:0crwdne7237:0","PROPERTY",""
"Climate.EmissionRateCO2","crwdns7238:0crwdne7238:0","PROPERTY",""
"Climate.DepositionRateCO2","crwdns7239:0crwdne7239:0","PROPERTY",""
"Climate.InfraredB","crwdns7240:0crwdne7240:0","PROPERTY",""
"Climate.DiffusionConstMagnitude","crwdns7241:0crwdne7241:0","PROPERTY",""
"Climate.HadleyFlag","crwdns7242:0crwdne7242:0","PROPERTY",""
"Climate.LandHeatCapacity","crwdns7243:0crwdne7243:0","PROPERTY",""
"Climate.WaterHeatCapacity","crwdns7244:0crwdne7244:0","PROPERTY",""
"Climate.CouplingCoefficient","crwdns7245:0crwdne7245:0","PROPERTY",""
"Climate.AlbedoFlag","crwdns7246:0crwdne7246:0","PROPERTY",""
"Climate.ResetFlag","crwdns7247:0crwdne7247:0","PROPERTY",""
"CompositePhases.AverageTemperature","crwdns7248:0crwdne7248:0","PROPERTY",""
"CompositePhases.LiquidVolume","crwdns7249:0crwdne7249:0","PROPERTY",""
"CompositePhases.FrozenVolume","crwdns7250:0crwdne7250:0","PROPERTY",""
"CompositePhases.VaporVolume","crwdns7251:0crwdne7251:0","PROPERTY",""
"IAutomataData.WaterLevel","crwdns7252:0crwdne7252:0","PROPERTY",""
"PlanetaryTemperature.AverageTemperature","crwdns7253:0crwdne7253:0","PROPERTY",""
"PlanetaryTemperature.Greenhouse","crwdns7254:0crwdne7254:0","PROPERTY",""
"PlanetaryTemperature.OpticalDepth","crwdns7255:0crwdne7255:0","PROPERTY",""
"PlanetaryTemperature.RadiativeHeat","crwdns7256:0crwdne7256:0","PROPERTY",""
"PlanetaryTemperature.CoolingFactor","crwdns7257:0crwdne7257:0","PROPERTY",""
"PlanetaryTemperature.HeatTransport","crwdns7258:0crwdne7258:0","PROPERTY",""
"PlanetaryTemperature.HeatCapacity","crwdns7259:0crwdne7259:0","PROPERTY",""
"PlanetaryTemperature.Beta","crwdns7260:0crwdne7260:0","PROPERTY",""
"PlanetaryTemperature.Albedo","crwdns7261:0crwdne7261:0","PROPERTY",""
"ShaderOutput.FilterOutput","crwdns7262:0crwdne7262:0","PROPERTY",""
"Body.Attractor","crwdns7263:0crwdne7263:0","PROPERTY",""
"Body.OrbitParent","crwdns7264:0crwdne7264:0","PROPERTY",""
"Body.Age","crwdns7265:0crwdne7265:0","PROPERTY",""
"Body.SurfaceGravity","crwdns7266:0crwdne7266:0","PROPERTY",""
"Body.RotationSpeedAtEquator","crwdns7267:0crwdne7267:0","PROPERTY",""
"Body.RadialVelocity","crwdns7268:0crwdne7268:0","PROPERTY",""
"Body.NormalizedLightCurve","crwdns7269:0crwdne7269:0","PROPERTY",""
"Body.CameraInclination","crwdns7270:0crwdne7270:0","PROPERTY",""
"Body.CameraAzimuth","crwdns7271:0crwdne7271:0","PROPERTY",""
"Body.GravityGroup","crwdns7272:0crwdne7272:0","PROPERTY",""
"Body.AngularVelocity","crwdns7273:0crwdne7273:0","PROPERTY",""
"Body.RotationAxis","crwdns7274:0crwdne7274:0","PROPERTY",""
"Body.RotationPeriod","crwdns7275:0crwdne7275:0","PROPERTY",""
"Body.OrientationReadable","crwdns7276:0crwdne7276:0","PROPERTY",""
"Body.Yaw","crwdns7277:0crwdne7277:0","PROPERTY",""
"Body.Density","crwdns7278:0crwdne7278:0","PROPERTY",""
"Body.Radius","crwdns7279:0crwdne7279:0","PROPERTY",""
"Body.RocheLobeRadius","crwdns7280:0crwdne7280:0","PROPERTY",""
"Body.TidalStressDirection","crwdns7281:0crwdne7281:0","PROPERTY",""
"Body.TidalStressMagnitude","crwdns7282:0crwdne7282:0","PROPERTY",""
"Body.TidalHeatingEffect","crwdns7283:0crwdne7283:0","PROPERTY",""
"Body.TidalHeatingEffectPerMass","crwdns7284:0crwdne7284:0","PROPERTY",""
"Body.Mass","crwdns7285:0crwdne7285:0","PROPERTY",""
"Body.DistanceToHost","crwdns7286:0crwdne7286:0","PROPERTY",""
"Body.DistanceToOrbitalParent","crwdns7287:0crwdne7287:0","PROPERTY",""
"Body.Velocity","crwdns7288:0crwdne7288:0","PROPERTY",""
"Body.VelocityLength","crwdns7289:0crwdne7289:0","PROPERTY",""
"Body.VelocityRelativeLength","crwdns7290:0crwdne7290:0","PROPERTY",""
"Body.LockRotation","crwdns7291:0crwdne7291:0","PROPERTY",""
"Body.LockPosition","crwdns7292:0crwdne7292:0","PROPERTY",""
"Body.BodyFlagAttracting","crwdns7293:0crwdne7293:0","PROPERTY",""
"Body.BodyFlagAttracted","crwdns7294:0crwdne7294:0","PROPERTY",""
"Body.BodyFlagCollider","crwdns7295:0crwdne7295:0","PROPERTY",""
"Body.BodyFlagMomentumless","crwdns7296:0crwdne7296:0","PROPERTY",""
"Body.BodyFlagInvertedGravity","crwdns7297:0crwdne7297:0","PROPERTY",""
"Body.BodyFlagColliderGroupMajor","crwdns7298:0crwdne7298:0","PROPERTY",""
"Body.BodyFlagFragmenting","crwdns7299:0crwdne7299:0","PROPERTY",""
"Body.BodyFlagWantOrbit","crwdns7300:0crwdne7300:0","PROPERTY",""
"Body.ToggleTrailComponent","crwdns7301:0crwdne7301:0","PROPERTY",""
"Body.DistanceToClosestStar","crwdns7302:0crwdne7302:0","PROPERTY",""
"Body.EscapeVelocityFromSurface","crwdns7303:0crwdne7303:0","PROPERTY",""
"Body.BHSpin","crwdns7304:0crwdne7304:0","PROPERTY",""
"Body.DistanceToCamera","crwdns7305:0crwdne7305:0","PROPERTY",""
"AppearanceComponent.ScaleMag","crwdns7306:0crwdne7306:0","PROPERTY",""
"AppearanceComponent.ShowMagneticField","crwdns7307:0crwdne7307:0","PROPERTY",""
"AppearanceComponent.ShowMagAxis","crwdns7308:0crwdne7308:0","PROPERTY",""
"AutomataComponent.Enabled","crwdns7309:0crwdne7309:0","PROPERTY",""
"AutomataComponent.DisplayMode","crwdns7310:0crwdne7310:0","PROPERTY",""
"AutomataComponent.ShowGrid","crwdns7311:0crwdne7311:0","PROPERTY",""
"Celestial.Luminosity","crwdns7312:0crwdne7312:0","PROPERTY",""
"Celestial.EmissivityIR","crwdns7313:0crwdne7313:0","PROPERTY",""
"Celestial.SurfaceTemperature","crwdns7314:0crwdne7314:0","PROPERTY",""
"Celestial.VisualTemperature","crwdns7315:0crwdne7315:0","PROPERTY",""
"Celestial.TidalPower","crwdns7316:0crwdne7316:0","PROPERTY",""
"Celestial.GreenhouseEffect","crwdns7317:0crwdne7317:0","PROPERTY",""
"Celestial.EffectiveTemperature","crwdns7318:0crwdne7318:0","PROPERTY",""
"Celestial.AtmosphereMass","crwdns7319:0crwdne7319:0","PROPERTY",""
"Celestial.SurfacePressure","crwdns7320:0crwdne7320:0","PROPERTY",""
"Celestial.EarthSimilarityIndex","crwdns7321:0crwdne7321:0","PROPERTY",""
"Celestial.LifeLikelihood","crwdns7322:0crwdne7322:0","PROPERTY",""
"Celestial.ScaleHeight","crwdns7323:0crwdne7323:0","PROPERTY",""
"Celestial.Albedo","crwdns7324:0crwdne7324:0","PROPERTY",""
"Celestial.RadiusTuningFactor","crwdns7325:0crwdne7325:0","PROPERTY",""
"Celestial.LightPower","crwdns7326:0crwdne7326:0","PROPERTY",""
"Celestial.MagneticField","crwdns7327:0crwdne7327:0","PROPERTY",""
"Celestial.MagPoleAngle","crwdns7328:0crwdne7328:0","PROPERTY",""
"Celestial.OpticalDepth","crwdns7329:0crwdne7329:0","PROPERTY",""
"Celestial.GreenhouseTemp","crwdns7330:0crwdne7330:0","PROPERTY",""
"Celestial.Beta","crwdns7331:0crwdne7331:0","PROPERTY",""
"Celestial.MassLoss","crwdns7332:0crwdne7332:0","PROPERTY",""
"Celestial.MassLossTotal","crwdns7333:0crwdne7333:0","PROPERTY",""
"Celestial.AtmosphereHeightMultiplier","crwdns7334:0crwdne7334:0","PROPERTY",""
"Celestial.Realistic","crwdns7335:0crwdne7335:0","PROPERTY",""
"ClimateComponent.Enabled","crwdns7336:0crwdne7336:0","PROPERTY",""
"ClimateComponent.TimeStepLimit","crwdns7337:0crwdne7337:0","PROPERTY",""
"ClimateComponent.TimeStepLimitEnabled","crwdns7338:0crwdne7338:0","PROPERTY",""
"ClimateComponent.PresentClimateResolution","crwdns7339:0crwdne7339:0","PROPERTY",""
"ClimateComponent.CarbonDioxidePPMV","crwdns7340:0crwdne7340:0","PROPERTY",""
"ClimateComponent.CarbonDioxideGigaton","crwdns7341:0crwdne7341:0","PROPERTY",""
"ClimateComponent.UseClimateScenario","crwdns7342:0crwdne7342:0","PROPERTY",""
"ClimateComponent.IncrementCO2","crwdns7343:0crwdne7343:0","PROPERTY",""
"ClimateComponent.EmissionRateCO2","crwdns7344:0crwdne7344:0","PROPERTY",""
"ClimateComponent.DepositionRateCO2","crwdns7345:0crwdne7345:0","PROPERTY",""
"ClimateComponent.InfraredB","crwdns7346:0crwdne7346:0","PROPERTY",""
"ClimateComponent.DiffusionConstMagnitude","crwdns7347:0crwdne7347:0","PROPERTY",""
"ClimateComponent.HadleyFlag","crwdns7348:0crwdne7348:0","PROPERTY",""
"ClimateComponent.LandHeatCapacity","crwdns7349:0crwdne7349:0","PROPERTY",""
"ClimateComponent.WaterHeatCapacity","crwdns7350:0crwdne7350:0","PROPERTY",""
"ClimateComponent.CouplingCoefficient","crwdns7351:0crwdne7351:0","PROPERTY",""
"ClimateComponent.PresentClimateScenario","crwdns7352:0crwdne7352:0","PROPERTY",""
"ClimateComponent.AlbedoFlag","crwdns7353:0crwdne7353:0","PROPERTY",""
"ClimateComponent.ResetFlag","crwdns7354:0crwdne7354:0","PROPERTY",""
"OrbitalElements.GetPeriapsisDist","crwdns7355:0crwdne7355:0","PROPERTY",""
"OrbitalElements.GetApoapsisDist","crwdns7356:0crwdne7356:0","PROPERTY",""
"OrbitalElements.Obliquity","crwdns7357:0crwdne7357:0","PROPERTY",""
"OrbitalElements.ArgumentOfObliquity","crwdns7358:0crwdne7358:0","PROPERTY",""
"OrbitalElements.SemiMajorAxis","crwdns7359:0crwdne7359:0","PROPERTY",""
"OrbitalElements.Eccentricity","crwdns7360:0crwdne7360:0","PROPERTY",""
"OrbitalElements.Inclination","crwdns7361:0crwdne7361:0","PROPERTY",""
"OrbitalElements.ArgOfPerigee","crwdns7362:0crwdne7362:0","PROPERTY",""
"OrbitalElements.RightAscOfAscNode","crwdns7363:0crwdne7363:0","PROPERTY",""
"OrbitalElements.MeanAnomaly","crwdns7364:0crwdne7364:0","PROPERTY",""
"OrbitalElements.LongitudeOfPeriapsis","crwdns7365:0crwdne7365:0","PROPERTY",""
"OrbitalElements.OrbitalPeriod","crwdns7366:0crwdne7366:0","PROPERTY",""
"ParticleComponent.Temperature","crwdns7367:0crwdne7367:0","PROPERTY",""
"PlanetAppearance.Color1","crwdns7368:0crwdne7368:0","PROPERTY",""
"PlanetAppearance.Color2","crwdns7369:0crwdne7369:0","PROPERTY",""
"PlanetAppearance.Color3","crwdns7370:0crwdne7370:0","PROPERTY",""
"PlanetAppearance.ShowAtmosphere","crwdns7371:0crwdne7371:0","PROPERTY",""
"PlanetAppearance.ShowAtmosphereClouds","crwdns7372:0crwdne7372:0","PROPERTY",""
"PlanetAppearance.DisplayMode","crwdns7373:0crwdne7373:0","PROPERTY",""
"StarAppearance.DisplayMode","crwdns7374:0crwdne7374:0","PROPERTY",""
"TimeZone.UTC","crwdns7375:0crwdne7375:0","PROPERTY",""
"Galaxy.TotalMass","crwdns7376:0crwdne7376:0","PROPERTY",""
"Nova.Age","crwdns7377:0crwdne7377:0","PROPERTY",""
"Nova.SuperNovaType","crwdns7378:0crwdne7378:0","PROPERTY",""
"Nova.TotalCloudMass","crwdns7379:0crwdne7379:0","PROPERTY",""
"DispenserTool.AutoMass","crwdns7380:0crwdne7380:0","PROPERTY",""
"DispenserTool.LaunchVelocity","crwdns7381:0crwdne7381:0","PROPERTY",""
"DispenserTool.MassPerParticle","crwdns7382:0crwdne7382:0","PROPERTY",""
"DispenserTool.ParticlesPerSecond","crwdns7383:0crwdne7383:0","PROPERTY",""
"DispenserTool.Spread","crwdns7384:0crwdne7384:0","PROPERTY",""
"ExplodeTool.ExplosionVelocity","crwdns7385:0crwdne7385:0","PROPERTY",""
"ExplodeTool.ExplosionEnergy","crwdns7386:0crwdne7386:0","PROPERTY",""
"ExplodeTool.GridResolution","crwdns7387:0crwdne7387:0","PROPERTY",""
"ExplodeTool.EnergyAuto","crwdns7388:0crwdne7388:0","PROPERTY",""
"FireworksTool.SecondaryShellCount","crwdns7389:0crwdne7389:0","PROPERTY",""
"FireworksTool.LaunchVelocity","crwdns7390:0crwdne7390:0","PROPERTY",""
"FireworksTool.LaunchVelocityAuto","crwdns7391:0crwdne7391:0","PROPERTY",""
"FireworksTool.LaunchLocation","crwdns7392:0crwdne7392:0","PROPERTY",""
"ForceTool.MaxRange","crwdns7393:0crwdne7393:0","PROPERTY",""
"ForceTool.MinRange","crwdns7394:0crwdne7394:0","PROPERTY",""
"ForceTool.InnerAngle","crwdns7395:0crwdne7395:0","PROPERTY",""
"ForceTool.OuterAngle","crwdns7396:0crwdne7396:0","PROPERTY",""
"ForceTool.Mass","crwdns7397:0crwdne7397:0","PROPERTY",""
"LaserTool.Power","crwdns7398:0crwdne7398:0","PROPERTY",""
"LaserTool.Wavelength","crwdns7399:0crwdne7399:0","PROPERTY",""
"LaserTool.LaserName","crwdns7400:0crwdne7400:0","PROPERTY",""
"LaserTool.NonDestructive","crwdns7401:0crwdne7401:0","PROPERTY",""
"PulseTool.PulseVelocity","crwdns7402:0crwdne7402:0","PROPERTY",""
